"","q33","q35","q36","q37","q44","q61","q139","se2","se3_1","se3_2","se4","se5","se5a","se6","se7","se7a"
"1",1,2,2,2,4,2,3,1,1990,27,1,8,17,40,1,2
"2",1,2,2,2,3,4,2,2,-1,-1,9,9,-1,40,1,2
"3",2,2,2,2,4,3,2,1,1930,87,4,1,-1,40,1,2
"4",1,2,2,2,3,3,3,2,1962,55,4,5,9,40,1,2
"5",1,2,2,2,4,4,4,1,1968,49,2,7,12,40,1,2
"6",1,2,2,2,4,2,3,2,1959,58,2,3,6,40,1,1
"7",1,2,2,2,3,3,4,1,1970,47,2,7,12,40,1,2
"8",1,2,1,2,4,3,2,2,1963,54,4,3,6,40,1,2
"9",1,2,2,2,3,2,2,1,1961,56,2,9,15,40,1,2
"10",1,2,2,2,3,2,2,2,1980,37,2,9,15,40,1,2
"11",1,2,2,2,3,9,3,1,1966,51,2,6,11,40,1,2
"12",1,2,8,2,3,3,2,2,1964,53,2,1,-1,40,1,2
"13",1,2,2,2,3,3,2,1,1969,48,2,6,8,40,1,2
"14",1,1,2,2,3,2,7,2,1950,67,2,2,5,40,1,2
"15",1,2,2,2,2,2,2,1,1952,65,2,5,9,40,1,1
"16",1,2,2,2,2,8,2,2,1973,44,2,3,6,40,1,2
"17",1,2,2,2,3,2,2,1,1976,41,2,3,6,40,1,2
"18",1,2,2,2,2,2,2,2,1965,52,2,4,8,40,1,1
"19",1,1,2,1,1,3,2,1,1970,47,2,7,12,40,1,1
"20",1,2,2,2,3,1,2,2,1976,41,2,9,15,40,1,1
"21",1,2,2,2,2,1,2,1,1957,60,2,1,-1,40,1,2
"22",1,2,2,2,4,2,2,2,1983,34,2,7,9,40,1,2
"23",1,2,2,2,4,2,2,1,1982,35,2,3,6,40,1,2
"24",2,2,2,2,4,2,8,2,1977,40,2,2,2,40,1,3
"25",1,2,2,2,2,2,2,1,1981,36,2,3,6,40,1,2
"26",1,2,2,2,2,2,2,2,1968,49,2,3,6,40,1,2
"27",1,2,2,2,3,2,8,1,1993,24,1,7,-1,40,1,3
"28",2,2,2,2,4,1,2,2,1943,74,2,2,2,40,1,2
"29",1,2,2,2,2,2,2,1,1982,35,2,7,9,40,1,2
"30",1,2,2,2,1,2,2,2,1987,30,2,7,9,40,1,3
"31",1,2,2,2,3,2,2,1,1942,75,2,5,9,10,4,2
"32",9,2,2,2,3,2,2,2,1969,48,2,6,12,10,4,2
"33",1,2,2,2,3,1,1,1,1976,41,2,7,12,20,4,3
"34",1,2,2,2,4,2,2,2,1944,73,4,2,5,20,4,2
"35",1,2,1,2,2,2,2,1,1979,38,4,6,10,20,4,3
"36",1,2,2,2,8,2,3,2,1957,60,2,2,3,20,4,2
"37",1,2,2,2,4,2,2,1,1969,48,2,5,10,10,5,2
"38",9,2,2,2,3,2,2,2,1969,48,4,2,5,10,4,2
"39",1,2,2,2,2,2,2,1,1952,65,2,6,11,20,4,2
"40",1,2,2,2,3,2,2,2,1970,47,2,5,12,10,4,3
"41",2,2,2,2,3,2,3,1,1974,43,1,9,15,40,1,2
"42",2,2,1,2,3,2,2,2,1983,34,2,3,6,40,1,1
"43",1,2,2,2,1,1,1,1,1993,24,1,7,12,40,4,1
"44",1,2,2,2,2,1,2,2,1978,39,2,7,12,40,2,2
"45",9,2,2,2,3,3,3,1,1997,20,1,7,12,40,1,2
"46",1,2,2,2,2,3,3,2,1956,61,1,9,12,40,99,1
"47",2,2,2,2,3,1,3,1,1956,61,2,3,6,40,1,2
"48",2,2,2,2,2,3,2,2,1995,22,1,7,12,40,1,2
"49",1,2,2,2,2,3,2,1,1969,48,2,5,9,40,1,1
"50",1,1,1,1,2,3,2,2,1957,60,2,7,12,40,1,1
"51",1,2,2,2,4,1,3,1,1980,37,2,7,12,40,1,2
"52",1,2,2,2,3,1,3,2,1990,27,2,5,9,40,1,2
"53",1,2,1,2,4,2,3,1,1988,29,2,7,12,40,1,2
"54",1,2,2,2,3,3,3,2,1955,62,2,2,2,40,1,1
"55",1,2,2,2,4,2,2,1,1966,51,2,6,12,40,1,2
"56",2,2,2,2,3,2,3,2,1955,62,4,7,12,20,2,2
"57",1,2,1,1,2,3,3,1,1960,57,2,7,12,40,1,2
"58",1,1,1,2,2,2,2,2,1973,44,2,7,12,40,1,2
"59",1,2,1,2,3,3,2,1,1984,33,2,7,12,40,4,3
"60",1,2,2,2,3,2,2,2,1977,40,2,7,12,40,1,1
"61",1,1,2,2,3,1,3,1,1945,72,2,2,7,20,4,1
"62",1,1,2,2,3,1,3,2,1949,68,2,5,9,20,4,1
"63",1,2,2,2,2,2,3,1,1964,53,2,7,12,20,4,2
"64",1,1,2,2,3,2,3,2,1957,60,2,3,7,20,4,2
"65",1,1,2,2,3,1,3,1,1954,63,9,8,12,10,4,9
"66",1,2,2,2,3,1,3,2,1984,33,2,5,9,20,4,2
"67",1,2,2,2,2,2,3,1,1965,52,2,5,12,20,5,1
"68",1,1,1,1,2,1,3,2,1955,62,2,6,12,20,4,2
"69",1,1,2,2,2,2,3,1,1945,72,2,3,6,20,4,2
"70",1,2,2,2,3,2,3,2,1951,66,2,7,12,10,5,2
"71",1,2,2,2,1,2,3,1,1953,64,2,3,6,40,1,1
"72",1,2,2,2,8,2,2,2,-1,-1,2,2,2,40,1,2
"73",1,2,2,2,3,2,3,1,1976,41,1,3,6,40,1,2
"74",1,2,2,2,4,2,2,2,1972,45,1,3,6,40,1,2
"75",1,2,2,2,2,2,2,1,1941,76,2,2,3,40,1,1
"76",1,2,2,2,4,2,2,2,1956,61,2,2,3,40,2,2
"77",1,2,2,2,3,2,2,1,1970,47,2,2,3,40,2,2
"78",1,2,2,2,3,2,2,2,1969,48,2,4,9,40,1,1
"79",2,2,2,2,3,2,8,1,1947,70,2,2,4,40,1,2
"80",1,2,2,2,4,2,2,2,1952,65,2,2,5,40,1,3
"81",1,2,2,2,2,2,2,1,1975,42,2,7,12,40,1,2
"82",1,1,1,2,2,3,3,2,1978,39,2,9,17,40,1,2
"83",1,2,2,2,3,2,3,1,1951,66,2,9,15,20,4,2
"84",1,1,1,2,4,2,2,2,1973,44,2,3,6,40,1,2
"85",2,2,2,2,3,3,3,1,1993,24,1,9,15,20,4,2
"86",1,2,2,2,2,1,3,2,1986,31,2,7,12,20,4,3
"87",1,1,2,2,2,2,2,1,1954,63,2,6,10,40,1,2
"88",1,1,2,2,2,3,3,2,1979,38,2,7,12,40,1,3
"89",1,2,2,2,2,2,3,1,1956,61,2,5,9,40,1,2
"90",1,2,2,2,4,2,2,2,1957,60,4,5,9,40,1,1
"91",1,2,2,2,2,1,2,1,1980,37,2,5,9,20,4,2
"92",1,2,2,2,4,3,3,2,1979,38,2,6,10,20,4,2
"93",1,2,2,2,2,2,1,1,1979,38,2,3,6,20,5,2
"94",1,2,2,2,8,2,8,2,1966,51,4,4,7,20,4,2
"95",2,2,2,2,2,2,3,1,1988,29,1,6,11,20,4,2
"96",1,2,2,2,3,2,3,2,1983,34,4,5,12,20,4,2
"97",1,2,2,2,4,8,2,1,1995,22,1,7,12,20,7,3
"98",1,2,2,2,4,2,8,2,1961,56,2,3,6,20,3,1
"99",1,2,2,2,2,3,2,1,1962,55,2,7,12,20,4,2
"100",2,2,2,2,4,2,2,2,1960,57,2,2,3,20,4,2
"101",1,2,2,2,3,2,2,1,1979,38,2,2,4,40,1,2
"102",1,2,2,2,1,2,3,2,1957,60,2,5,9,40,1,2
"103",1,2,2,2,2,2,3,1,1969,48,2,5,9,40,1,2
"104",1,2,2,2,4,2,3,2,1977,40,4,5,9,40,1,2
"105",1,2,2,2,4,2,3,1,1957,60,2,5,9,40,1,2
"106",1,2,2,2,3,3,2,2,1982,35,2,7,12,40,1,2
"107",1,1,1,1,4,2,2,1,1955,62,2,3,6,40,1,2
"108",2,2,2,2,1,2,3,2,1981,36,2,4,9,40,1,2
"109",1,2,2,2,2,2,3,1,1966,51,4,3,6,40,1,2
"110",1,2,2,2,3,2,3,2,1973,44,2,2,2,40,1,2
"111",1,2,2,2,3,1,3,1,1956,61,2,3,6,40,1,1
"112",1,2,2,2,2,2,3,2,1996,21,1,7,12,40,3,2
"113",1,2,2,2,3,1,3,1,1981,36,2,2,5,40,1,2
"114",1,2,2,2,3,1,3,2,1991,26,1,7,12,40,1,2
"115",1,2,2,2,2,1,4,1,1949,68,2,3,6,40,1,1
"116",1,2,2,2,4,1,2,2,1957,60,2,3,6,40,1,1
"117",1,2,2,2,3,1,2,1,1960,57,2,3,6,40,1,2
"118",1,2,2,2,4,1,2,2,1982,35,2,7,12,40,1,1
"119",1,1,1,1,2,2,3,1,1970,47,2,6,12,40,1,1
"120",1,2,2,2,3,1,4,2,1985,32,2,7,12,40,1,1
"121",1,1,1,1,3,2,3,1,1970,47,2,6,12,40,2,2
"122",1,2,2,2,4,9,2,2,1975,42,2,7,13,40,1,2
"123",2,2,2,2,4,3,3,1,1979,38,2,9,-1,40,1,2
"124",1,2,2,2,4,2,2,2,1947,70,4,3,6,40,1,2
"125",1,2,2,2,3,3,3,1,1950,67,2,7,12,40,1,2
"126",1,2,2,2,4,3,3,2,1987,30,2,9,16,40,1,2
"127",2,2,2,2,3,2,3,1,1982,35,2,7,12,40,2,3
"128",1,2,2,2,4,3,2,2,1972,45,2,7,12,40,1,2
"129",1,2,2,2,4,2,3,1,1954,63,2,6,11,40,1,2
"130",1,2,2,2,3,2,3,2,1959,58,2,9,16,40,1,2
"131",1,2,2,2,3,1,2,1,1976,41,2,9,18,40,1,1
"132",1,2,2,2,3,3,3,2,1979,38,2,5,9,40,1,2
"133",1,1,1,1,2,3,3,1,1976,41,2,3,6,40,1,3
"134",1,2,2,2,2,2,2,2,1986,31,2,7,12,40,1,1
"135",1,2,2,1,2,2,2,1,1976,41,2,3,6,40,1,2
"136",1,2,2,2,2,3,2,2,1979,38,2,6,11,40,1,2
"137",1,1,2,2,3,2,2,1,1964,53,2,3,6,40,1,3
"138",1,2,2,2,2,2,3,2,1971,46,2,5,9,40,1,3
"139",1,1,1,2,1,2,3,1,1968,49,2,4,8,40,1,3
"140",1,2,2,2,2,1,3,2,1970,47,2,2,2,40,1,2
"141",1,2,2,2,2,2,3,1,1965,52,2,7,12,40,1,1
"142",1,2,2,2,4,2,2,2,1972,45,2,7,12,40,1,2
"143",1,2,2,2,3,3,3,1,1956,61,2,7,12,40,1,1
"144",1,2,2,2,4,1,2,2,1967,50,2,5,9,40,1,1
"145",1,1,1,1,3,1,2,1,1964,53,2,6,12,40,1,1
"146",1,2,2,2,3,1,3,2,1966,51,9,5,9,40,1,1
"147",9,2,2,2,2,2,3,1,1968,49,2,7,12,40,1,1
"148",1,2,2,2,1,1,2,2,1979,38,2,5,9,40,1,1
"149",1,2,2,2,3,1,2,1,1972,45,2,9,12,40,1,1
"150",2,2,2,2,4,2,3,2,1980,37,4,3,6,60,1,1
"151",1,2,2,2,2,1,3,1,1986,31,2,5,9,40,1,1
"152",1,1,2,2,2,1,2,2,1989,28,2,7,12,40,1,2
"153",1,1,2,2,2,2,8,1,1945,72,2,2,5,40,1,1
"154",1,1,2,2,4,2,2,2,1987,30,2,7,12,40,1,1
"155",1,1,2,2,3,2,3,1,1982,35,2,9,22,40,1,9
"156",1,2,2,1,3,1,3,2,1991,26,2,9,16,40,1,1
"157",1,1,2,2,3,1,3,1,1973,44,2,7,12,40,1,1
"158",1,1,1,2,3,1,2,2,1971,46,2,7,12,40,1,2
"159",1,1,2,1,3,1,3,1,1975,42,2,7,12,40,1,3
"160",1,1,2,2,2,1,2,2,1965,52,4,1,-1,40,1,1
"161",1,1,2,2,4,7,3,1,1955,62,2,1,-1,40,1,2
"162",2,2,2,2,4,3,2,2,1975,42,2,3,6,40,1,2
"163",1,2,2,2,3,2,2,1,1964,53,2,1,-1,40,1,2
"164",1,1,2,2,2,2,2,2,1990,27,2,5,9,40,1,2
"165",1,1,1,1,2,2,2,1,1982,35,2,5,9,40,1,2
"166",2,2,2,2,3,2,2,2,1980,37,2,3,6,40,1,2
"167",1,2,2,1,2,2,3,1,1979,38,2,3,8,40,1,2
"168",1,2,2,2,4,7,2,2,1965,52,2,1,-1,40,1,2
"169",1,1,1,1,2,1,2,1,1983,34,2,5,9,40,1,2
"170",1,2,2,2,4,2,3,2,-1,-1,2,3,6,40,1,2
"171",1,2,2,2,2,9,2,1,1977,40,2,7,13,40,1,3
"172",1,2,2,2,3,2,2,2,1984,33,2,6,10,40,1,2
"173",1,2,2,2,2,8,3,1,1990,27,1,7,12,40,2,3
"174",1,2,2,2,3,3,2,2,1956,61,2,7,12,40,1,1
"175",1,2,2,2,3,2,2,1,1967,50,2,3,6,40,1,2
"176",1,2,1,2,2,2,1,2,1980,37,2,5,9,40,1,2
"177",1,2,2,2,3,2,3,1,1974,43,2,7,12,40,1,2
"178",1,2,2,2,2,2,3,2,1970,47,2,9,16,40,1,2
"179",1,2,2,2,3,2,8,1,1960,57,2,4,7,40,1,3
"180",1,2,2,2,2,1,3,2,1974,43,2,7,12,40,1,1
"181",1,2,2,2,4,2,2,1,1955,62,2,2,6,40,1,1
"182",1,2,2,2,8,1,2,2,1956,61,1,2,5,40,1,1
"183",1,2,2,2,2,3,3,1,1984,33,2,5,9,40,3,1
"184",2,2,2,2,8,2,2,2,1960,57,1,2,3,40,99,1
"185",1,2,2,2,3,2,3,1,1969,48,2,5,9,40,1,1
"186",1,2,2,2,8,7,8,2,1946,71,4,1,-1,40,1,1
"187",1,2,2,2,2,2,2,1,1976,41,2,3,6,40,7,2
"188",1,2,2,2,2,4,2,2,1992,25,2,6,11,40,1,1
"189",1,1,2,2,2,3,3,1,1986,31,2,6,12,40,1,1
"190",1,2,2,2,4,2,3,2,1996,21,1,6,12,40,99,1
"191",1,1,1,2,2,2,3,1,1984,33,2,7,12,40,1,2
"192",1,2,2,2,2,1,3,2,1981,36,2,2,4,40,1,2
"193",1,1,2,2,2,2,3,1,1983,34,2,9,16,40,1,1
"194",1,2,2,2,4,1,2,2,1962,55,2,9,16,20,1,1
"195",2,2,2,2,4,2,3,1,1989,28,1,9,16,40,1,2
"196",1,2,2,2,4,2,4,2,1958,59,2,7,13,40,1,1
"197",1,2,2,2,2,2,2,1,1955,62,2,2,5,40,1,2
"198",1,2,2,2,3,1,3,2,1961,56,2,7,12,40,1,2
"199",1,2,2,2,3,1,8,1,1956,61,2,3,6,40,1,1
"200",1,1,2,2,2,1,3,2,1979,38,2,5,12,40,1,2
"201",1,2,1,2,2,2,3,1,1976,41,2,8,14,40,1,1
"202",1,2,2,2,4,2,8,2,1958,59,2,3,-1,40,1,2
"203",1,2,2,1,2,2,3,1,1960,57,2,7,12,40,1,1
"204",2,2,2,2,3,2,3,2,1992,25,1,7,12,99,1,1
"205",1,2,2,2,3,2,3,1,1975,42,2,7,12,40,1,1
"206",1,2,2,2,4,2,3,2,1992,25,1,8,16,40,1,1
"207",2,2,2,2,2,2,4,1,1999,18,1,5,11,40,2,1
"208",1,2,2,2,4,2,3,2,1987,30,2,7,12,40,1,3
"209",1,2,2,2,3,2,4,1,1981,36,2,7,12,20,2,2
"210",1,2,2,2,2,2,1,2,1983,34,2,7,12,20,3,2
"211",1,1,2,2,2,2,3,1,1947,70,2,3,9,40,1,2
"212",1,1,2,2,4,2,3,2,1978,39,2,5,9,40,1,2
"213",2,2,2,2,4,2,8,1,1971,46,2,2,4,40,1,2
"214",1,2,2,2,3,2,3,2,1989,28,1,6,12,40,1,1
"215",1,2,2,2,2,1,4,1,1964,53,2,2,3,40,3,3
"216",1,1,2,2,4,2,3,2,1982,35,2,7,12,40,1,2
"217",1,1,2,2,2,2,4,1,1985,32,2,7,12,40,1,1
"218",1,2,2,2,3,8,8,2,1973,44,2,5,9,40,2,2
"219",1,2,2,2,4,1,2,1,1964,53,2,3,6,40,1,2
"220",1,1,2,2,3,2,3,2,1978,39,2,5,9,40,1,1
"221",1,2,1,1,2,2,2,1,1968,49,2,7,12,40,1,2
"222",1,2,2,2,4,2,3,2,1955,62,2,4,8,40,1,2
"223",1,2,2,2,3,1,2,1,1968,49,2,9,16,40,1,1
"224",1,2,2,2,4,2,3,2,1992,25,4,3,6,40,3,3
"225",1,2,2,2,2,1,3,1,1965,52,2,7,12,40,1,2
"226",1,2,1,2,4,2,2,2,1980,37,2,9,16,40,1,2
"227",1,2,2,2,2,2,2,1,1987,30,1,4,8,40,1,1
"228",1,2,2,2,4,2,2,2,1987,30,2,4,9,40,2,3
"229",1,2,2,2,2,1,2,1,1947,70,2,2,3,40,1,1
"230",1,2,2,2,4,2,3,2,1983,34,2,7,12,40,1,1
"231",1,8,1,1,2,3,2,1,1967,50,2,3,6,40,1,2
"232",1,1,2,2,8,2,3,2,1981,36,2,3,6,40,1,1
"233",1,1,1,2,2,2,2,1,1971,46,2,3,6,40,1,1
"234",1,2,2,2,3,2,1,2,1998,19,1,7,12,40,1,2
"235",1,1,1,2,2,2,2,1,1956,61,2,3,6,40,1,2
"236",1,1,2,2,8,2,4,2,1982,35,2,5,9,40,1,2
"237",1,1,1,1,2,1,4,1,1980,37,2,3,6,40,1,2
"238",1,1,2,2,3,2,2,2,1987,30,2,5,9,40,1,2
"239",1,1,1,1,3,2,3,1,1978,39,2,3,6,40,1,2
"240",1,1,1,2,3,2,1,2,1986,31,2,7,12,40,1,2
"241",1,8,8,9,3,8,2,1,1980,37,2,7,12,40,3,3
"242",1,1,8,9,3,8,3,2,1988,29,2,5,8,40,99,9
"243",1,1,2,2,8,8,2,1,1970,47,2,3,6,40,99,9
"244",1,2,8,2,4,2,2,2,1981,36,2,3,6,40,99,3
"245",1,1,1,1,2,1,2,1,1972,45,9,5,9,40,1,3
"246",1,1,2,2,3,9,3,2,1997,20,2,3,6,40,99,9
"247",1,1,2,2,3,9,2,1,1967,50,2,9,16,40,1,2
"248",1,1,2,2,3,2,3,2,1981,36,2,5,9,40,99,9
"249",1,1,1,1,1,1,2,1,1978,39,2,6,8,40,99,9
"250",1,1,1,1,3,2,8,2,1986,31,2,3,8,40,99,9
"251",1,2,2,2,3,2,2,1,1969,48,2,5,9,40,1,1
"252",1,2,2,2,4,1,2,2,1980,37,2,3,6,40,1,2
"253",1,1,1,1,2,1,2,1,1970,47,2,5,9,40,1,2
"254",1,2,2,2,3,2,2,2,1978,39,2,7,12,40,1,2
"255",1,1,1,1,2,1,2,1,1970,47,2,5,9,40,1,2
"256",1,2,2,2,3,2,3,2,1991,26,1,9,16,40,1,2
"257",1,2,1,2,2,2,3,1,1991,26,1,3,6,40,3,2
"258",1,2,2,2,3,2,2,2,1949,68,2,5,9,40,1,1
"259",1,2,2,2,4,2,2,1,1966,51,2,3,6,40,1,1
"260",1,2,2,2,4,2,2,2,1965,52,1,5,9,40,1,1
"261",2,2,2,2,4,2,3,1,1972,45,2,5,9,20,3,1
"262",1,2,2,1,4,2,3,2,1996,21,1,7,12,60,3,3
"263",1,1,2,2,2,3,3,1,1984,33,2,2,1,40,6,3
"264",1,1,2,2,3,4,3,2,1973,44,2,2,2,40,1,3
"265",1,2,2,2,3,2,3,1,1988,29,2,7,12,40,8,3
"266",2,2,2,2,8,2,7,2,1961,56,2,2,2,40,1,1
"267",1,2,1,2,1,4,3,1,1964,53,4,7,12,40,1,2
"268",1,1,1,1,1,2,3,2,1976,41,1,3,6,40,1,1
"269",2,2,2,2,3,2,2,1,1977,40,2,4,9,40,4,2
"270",1,1,1,1,2,2,3,2,1980,37,2,6,10,40,4,2
"271",1,2,2,2,2,2,2,1,1974,43,2,10,19,40,1,2
"272",1,2,2,2,2,1,3,2,1993,24,2,6,12,40,3,3
"273",1,2,2,1,1,2,3,1,1966,51,2,4,6,40,2,2
"274",1,2,2,2,2,2,2,2,1990,27,2,7,12,40,2,2
"275",1,1,1,1,2,2,2,1,1962,55,2,2,3,40,7,2
"276",1,2,1,2,2,2,2,2,1987,30,2,7,12,40,7,2
"277",1,2,2,2,2,4,3,1,1979,38,1,5,9,40,4,2
"278",1,2,2,2,1,2,8,2,1976,41,2,5,9,40,1,2
"279",1,2,1,1,3,4,2,1,1980,37,2,7,13,40,5,1
"280",1,2,2,2,4,4,2,2,1939,78,2,3,6,40,1,2
"281",1,2,2,2,2,2,2,1,1952,65,2,2,2,40,2,2
"282",1,2,1,2,8,2,7,2,1964,53,2,2,1,40,1,1
"283",1,1,1,2,3,1,3,1,1975,42,2,3,6,40,1,2
"284",1,2,2,2,2,2,3,2,1987,30,2,9,16,40,1,2
"285",1,2,1,2,2,1,2,1,1997,20,1,6,9,40,1,1
"286",2,2,2,2,2,1,2,2,1973,44,2,2,6,40,1,2
"287",1,2,2,2,4,1,2,1,1968,49,2,3,6,40,1,1
"288",1,2,2,2,2,2,2,2,1977,40,2,3,6,40,1,1
"289",1,1,2,2,4,1,3,1,1976,41,2,3,6,40,5,2
"290",1,1,2,2,2,2,3,2,1981,36,2,5,9,40,1,2
"291",1,2,2,2,3,3,2,1,1960,57,2,3,6,40,1,1
"292",1,2,1,2,2,2,2,2,1964,53,2,5,9,40,1,2
"293",1,2,2,2,3,2,3,1,1996,21,1,7,12,40,4,3
"294",1,2,2,2,3,2,3,2,1982,35,2,6,12,40,1,1
"295",1,1,2,2,2,2,2,1,1972,45,2,9,16,40,1,1
"296",2,1,2,2,3,2,2,2,1983,34,2,3,6,40,1,2
"297",1,2,2,2,3,3,2,1,1965,52,2,7,12,40,2,3
"298",1,8,2,8,3,2,2,2,1996,21,1,6,15,40,3,1
"299",1,1,2,2,3,2,3,1,1988,29,2,7,12,40,1,2
"300",1,2,2,2,3,2,3,2,1960,57,2,2,2,40,1,2
"301",1,2,1,1,2,1,2,1,1983,34,2,6,12,40,1,2
"302",1,2,2,2,4,2,2,2,1979,38,2,5,9,40,1,1
"303",1,2,2,2,2,2,3,1,1967,50,2,5,9,40,1,2
"304",1,2,1,2,3,3,3,2,1985,32,2,5,12,40,1,1
"305",1,2,2,2,3,1,2,1,1977,40,2,5,12,40,1,2
"306",2,2,2,2,2,1,3,2,1987,30,1,9,17,40,1,2
"307",1,2,2,2,3,2,2,1,1976,41,2,3,6,40,1,2
"308",1,2,2,2,3,2,2,2,1980,37,2,5,9,40,1,1
"309",1,1,2,2,3,1,3,1,1976,41,2,5,9,40,1,1
"310",1,2,2,2,3,2,3,2,1977,40,2,7,12,40,1,1
"311",1,2,2,2,3,1,4,1,1970,47,2,7,12,50,1,1
"312",1,2,2,2,3,1,1,2,1987,30,2,6,12,50,3,2
