"","q33","q35","q36","q37","q44","q61","q139","se2","se3_1","se3_2","se4","se5","se5a","se6","se7","se7a"
"1245",1,1,2,2,3,2,2,1,1985,32,2,9,13,40,1,2
"1246",1,2,2,2,4,8,8,2,1981,36,2,5,9,40,1,2
"1247",1,2,2,2,4,8,2,1,1976,41,2,1,-1,40,1,9
"1248",1,2,2,2,3,2,8,2,1988,29,2,7,12,40,1,2
"1249",1,2,2,2,4,8,8,1,-1,-1,2,2,4,40,1,2
"1250",1,2,2,2,3,2,8,2,1976,41,2,2,3,40,1,1
"1251",1,2,2,2,2,2,2,1,1986,31,2,7,12,40,1,2
"1252",1,2,2,2,4,3,3,2,1991,26,2,7,12,40,1,2
"1253",1,9,9,9,9,2,2,1,1973,44,2,3,6,40,1,2
"1254",1,2,2,2,3,2,2,2,1989,28,2,4,8,40,1,2
"1255",1,2,2,2,3,1,2,1,1969,48,2,2,5,40,1,2
"1256",1,2,2,2,4,2,2,2,1930,87,2,3,6,40,1,2
"1257",1,2,2,2,3,1,2,1,1960,57,2,3,6,40,1,2
"1258",1,2,2,2,3,3,3,2,1988,29,2,5,9,40,1,2
"1259",2,9,9,9,4,1,3,1,1988,29,2,7,12,40,1,2
"1260",1,2,2,2,3,2,3,2,1983,34,2,9,15,40,1,2
"1261",1,2,2,2,3,8,2,1,1963,54,2,2,2,40,1,2
"1262",1,2,2,2,4,8,2,2,1984,33,2,6,10,40,1,2
"1263",1,2,2,2,8,2,2,1,1955,62,2,3,6,40,1,1
"1264",1,2,2,2,4,3,8,2,1985,32,2,3,6,40,1,1
"1265",1,2,2,2,3,3,2,1,1970,47,2,6,9,40,1,2
"1266",1,2,2,2,4,2,2,2,1970,47,4,2,-1,40,1,2
"1267",1,1,2,1,3,2,2,1,1962,55,2,5,9,40,1,1
"1268",2,2,2,2,4,8,2,2,1965,52,2,7,12,40,1,1
"1269",1,2,2,2,8,2,2,1,1979,38,2,2,3,40,1,2
"1270",1,2,2,2,8,8,2,2,1973,44,2,5,9,40,1,2
"1271",1,2,1,2,2,4,3,1,1978,39,2,2,5,10,2,1
"1272",1,2,1,2,8,2,3,2,1990,27,2,3,6,10,2,2
"1273",1,2,1,2,3,8,2,1,1959,58,2,2,4,10,2,1
"1274",2,2,1,2,3,1,2,2,1995,22,2,4,8,10,2,1
"1275",1,1,1,1,2,3,4,1,1967,50,2,4,8,10,2,1
"1276",1,2,1,2,8,4,2,2,1980,37,2,2,5,10,2,1
"1277",1,2,2,2,4,3,2,1,1966,51,2,5,9,10,2,1
"1278",1,1,1,1,1,1,1,2,1962,55,2,2,3,10,2,1
"1279",1,2,1,1,9,2,2,1,1990,27,2,5,9,10,4,1
"1280",1,2,2,2,8,3,8,2,1972,45,2,1,-1,10,2,1
"1281",1,2,1,1,2,2,3,1,1970,47,2,9,17,20,3,1
"1282",1,1,2,2,2,2,3,2,1971,46,2,7,12,20,3,2
"1283",1,2,2,2,2,2,3,1,1967,50,2,6,12,20,3,1
"1284",1,2,2,2,4,2,3,2,1980,37,2,7,9,20,1,1
"1285",1,2,2,2,2,8,3,1,1983,34,1,2,5,20,4,2
"1286",1,2,2,2,2,3,3,2,1969,48,2,7,12,10,3,1
"1287",1,2,1,2,3,1,3,1,1971,46,2,7,12,20,3,1
"1288",1,2,2,2,2,1,3,2,1988,29,1,9,15,20,1,1
"1289",1,2,1,1,3,2,3,1,1977,40,2,4,8,20,7,2
"1290",1,2,2,2,3,2,3,2,1952,65,2,3,-1,20,4,2
"1291",1,1,1,2,3,1,3,1,1991,26,2,3,6,20,4,2
"1292",1,1,2,2,3,3,4,2,1988,29,2,3,6,10,4,1
"1293",1,1,2,1,1,1,3,1,1983,34,2,7,12,10,4,2
"1294",1,1,1,1,2,2,4,2,1972,45,2,7,12,10,4,1
"1295",1,1,2,2,2,1,3,1,1980,37,2,2,3,10,4,2
"1296",1,2,2,2,2,2,3,2,1986,31,2,3,6,10,4,1
"1297",1,1,2,2,2,2,3,1,1980,37,2,3,6,20,4,1
"1298",1,2,2,2,3,1,2,2,1971,46,4,1,-1,20,4,1
"1299",1,1,2,2,2,2,3,1,1984,33,2,3,6,10,4,2
"1300",1,2,2,2,2,4,2,2,1979,38,2,3,6,10,4,1
"1301",1,2,2,2,3,2,3,1,1978,39,2,2,5,40,6,3
"1302",1,2,2,2,4,2,2,2,1982,35,2,2,6,40,7,3
"1303",1,2,2,2,3,2,3,1,1960,57,2,2,6,40,1,2
"1304",2,2,2,2,3,2,3,2,1962,55,4,2,1,40,1,2
"1305",1,2,2,2,1,3,2,1,1954,63,2,2,1,40,3,3
"1306",1,2,2,2,3,2,3,2,1978,39,2,5,10,40,1,1
"1307",1,2,2,2,4,2,3,1,1975,42,2,5,9,40,1,2
"1308",1,2,2,2,3,2,2,2,1964,53,2,1,-1,40,3,3
"1309",8,2,2,2,3,2,2,1,1997,20,1,5,12,40,3,2
"1310",1,2,2,2,3,1,3,2,1975,42,2,2,3,40,7,3
"1311",1,2,1,2,2,1,3,1,1970,47,2,5,9,20,4,2
"1312",1,2,2,2,3,1,3,2,1986,31,2,7,12,20,4,3
"1313",1,2,2,2,4,1,1,1,1970,47,2,2,5,20,4,3
"1314",1,2,2,2,2,1,2,2,1980,37,2,4,7,20,4,2
"1315",1,2,1,2,1,2,3,1,1955,62,2,4,8,20,4,2
"1316",1,2,1,2,3,1,3,2,1972,45,2,3,6,20,4,2
"1317",1,2,1,2,2,1,1,1,1988,29,2,7,12,10,4,9
"1318",1,1,1,2,2,1,4,2,1987,30,2,3,6,20,4,2
"1319",1,2,2,2,2,1,2,1,1958,59,2,4,7,20,4,3
"1320",1,2,2,2,3,1,2,2,1972,45,2,4,12,20,4,2
"1321",1,2,2,2,3,1,3,1,1944,73,2,2,4,60,1,1
"1322",1,2,2,1,4,1,4,2,1979,38,2,9,18,40,1,2
"1323",1,2,2,2,4,2,2,1,1962,55,2,2,3,40,1,1
"1324",1,2,2,2,3,1,3,2,1966,51,4,1,-1,40,1,2
"1325",2,2,2,2,2,2,3,1,1979,38,2,6,11,40,7,2
"1326",1,2,2,2,4,2,3,2,1955,62,4,4,7,40,1,1
"1327",1,2,2,2,3,2,3,1,1996,21,1,8,14,40,2,2
"1328",1,2,2,2,2,2,3,2,1952,65,4,4,7,40,1,2
"1329",1,2,2,2,4,1,2,1,1947,70,2,4,8,40,1,1
"1330",2,2,1,1,1,2,3,2,1966,51,1,9,16,10,1,2
"1331",1,1,2,2,3,1,2,1,1986,31,2,7,12,40,2,2
"1332",1,2,2,2,4,2,3,2,1995,22,1,4,6,40,1,2
"1333",1,2,2,2,3,2,2,1,1973,44,2,3,6,40,3,2
"1334",1,1,2,2,3,2,2,2,1953,64,4,3,6,40,7,3
"1335",1,2,2,2,3,3,2,1,1970,47,2,7,13,40,3,2
"1336",1,1,2,2,4,3,2,2,1971,46,4,4,8,40,1,2
"1337",1,1,2,2,2,2,3,1,1980,37,2,3,6,40,1,2
"1338",1,1,2,2,4,3,3,2,1988,29,2,7,12,40,1,1
"1339",1,1,2,2,2,3,2,1,1967,50,2,9,17,40,3,2
"1340",1,1,2,2,3,3,2,2,1959,58,2,3,6,40,1,2
"1341",1,2,2,2,3,2,2,1,1956,61,2,2,4,40,1,2
"1342",1,2,2,2,4,2,2,2,1971,46,2,2,5,40,1,2
"1343",1,1,1,2,3,2,2,1,1963,54,2,3,6,40,1,2
"1344",1,1,2,2,4,2,2,2,1958,59,2,2,3,40,1,2
"1345",1,2,2,1,2,2,1,1,1973,44,2,4,7,40,1,2
"1346",1,2,2,2,3,2,3,2,1978,39,2,3,6,40,1,2
"1347",1,2,2,2,3,2,3,1,1990,27,1,9,17,40,1,2
"1348",1,2,2,2,4,2,2,2,1966,51,2,1,-1,40,1,2
"1349",1,2,2,2,3,1,3,1,1954,63,2,3,6,40,1,2
"1350",1,2,2,2,4,2,2,2,1978,39,2,2,4,40,1,2
"1351",1,2,2,2,3,2,3,1,1956,61,2,7,12,40,1,2
"1352",1,2,2,2,2,2,3,2,1985,32,2,5,9,40,1,2
"1353",1,2,2,2,3,2,2,1,1977,40,2,7,12,40,1,2
"1354",1,2,2,2,4,2,3,2,1963,54,2,7,12,40,1,2
"1355",1,2,2,2,4,2,3,1,1942,75,4,9,15,40,1,2
"1356",1,2,2,2,3,2,3,2,1952,65,4,7,12,40,1,2
"1357",1,2,2,2,4,2,3,1,1945,72,2,2,1,40,1,2
"1358",1,2,2,2,4,2,3,2,1985,32,2,7,12,40,1,2
"1359",1,2,2,2,4,2,3,1,1963,54,2,9,15,40,1,2
"1360",1,2,2,2,4,2,3,2,1958,59,2,10,21,40,1,2
"1361",1,8,1,2,3,9,8,1,1969,48,2,7,12,40,1,9
"1362",1,2,2,2,1,2,3,2,1997,20,1,7,12,40,1,1
"1363",1,8,2,2,1,1,3,1,1990,27,2,7,12,40,1,3
"1364",1,1,2,2,2,2,3,2,1969,48,2,2,4,40,1,1
"1365",1,2,2,2,3,2,3,1,1996,21,1,7,12,40,1,3
"1366",1,8,1,2,2,9,8,2,1976,41,1,7,12,40,1,9
"1367",1,1,2,8,4,2,3,1,1996,21,2,2,3,40,1,2
"1368",1,1,2,2,3,1,4,2,1980,37,2,2,4,40,1,1
"1369",1,1,2,2,2,9,8,1,1968,49,2,7,15,40,1,9
"1370",1,8,2,2,3,2,3,2,1962,55,4,2,3,40,1,3
"1371",1,2,2,2,3,2,3,1,1957,60,2,9,15,40,1,2
"1372",1,2,2,2,2,2,3,2,1994,23,1,9,15,20,1,2
"1373",2,2,2,2,3,2,3,1,1979,38,2,7,12,40,1,2
"1374",1,2,2,2,3,2,3,2,1991,26,1,9,16,40,1,2
"1375",1,2,2,2,3,2,3,1,1977,40,2,7,12,40,1,3
"1376",1,2,2,2,3,1,4,2,1979,38,2,7,12,40,1,2
"1377",1,2,1,2,2,1,3,1,1996,21,1,7,12,40,1,1
"1378",1,2,2,2,3,2,3,2,1977,40,2,5,9,40,1,2
"1379",1,1,2,2,2,2,2,1,1958,59,2,4,8,10,1,1
"1380",1,1,2,2,3,2,3,2,1968,49,2,5,9,40,1,3
"1381",1,2,2,1,2,1,3,1,1969,48,2,9,14,40,1,3
"1382",1,2,1,2,4,1,3,2,1949,68,2,3,6,40,1,1
"1383",1,2,2,2,3,1,3,1,1953,64,2,7,12,40,1,1
"1384",1,1,1,2,3,2,3,2,1975,42,2,3,6,40,1,1
"1385",1,2,1,2,2,1,2,1,1975,42,2,3,6,40,8,3
"1386",1,1,2,2,3,1,3,2,1997,20,1,7,12,40,6,3
"1387",1,2,1,1,2,2,2,1,1983,34,2,5,9,40,2,3
"1388",1,1,1,2,3,1,3,2,1981,36,2,7,12,40,2,2
"1389",1,2,2,2,2,8,3,1,1973,44,2,5,9,40,99,9
"1390",1,2,2,2,3,3,2,2,1989,28,2,7,12,40,1,2
"1391",1,2,2,2,3,2,3,1,1955,62,2,2,3,20,4,2
"1392",1,2,2,2,4,3,4,2,1979,38,2,7,12,20,3,2
"1393",1,2,2,2,3,2,4,1,1985,32,2,9,17,10,3,2
"1394",1,2,2,2,4,2,4,2,1949,68,2,3,6,20,3,2
"1395",1,2,2,2,4,3,3,1,1962,55,2,2,3,20,3,2
"1396",1,2,2,2,4,3,4,2,1985,32,2,4,7,10,3,2
"1397",1,2,2,2,4,3,1,1,1985,32,2,5,6,10,3,2
"1398",1,2,2,2,4,2,4,2,1978,39,2,5,6,10,3,2
"1399",1,2,2,2,4,4,4,1,1948,69,2,2,4,20,3,1
"1400",1,2,2,2,4,2,3,2,1965,52,2,7,12,10,3,2
"1401",1,1,1,1,2,1,3,1,1980,37,2,4,8,40,1,1
"1402",1,1,1,1,3,1,2,2,1977,40,2,2,4,40,8,3
"1403",1,2,2,2,4,2,3,1,1950,67,2,2,5,40,1,1
"1404",2,2,2,2,3,2,3,2,1981,36,2,1,-1,40,8,2
"1405",1,1,2,2,2,2,3,1,1995,22,1,7,12,40,4,1
"1406",1,2,2,2,4,2,3,2,1955,62,2,2,2,40,7,2
"1407",1,1,1,2,1,1,3,1,1984,33,2,3,6,40,4,2
"1408",1,1,2,2,2,1,3,2,1979,38,2,3,6,40,4,2
"1409",1,1,2,1,2,2,3,1,1985,32,1,1,-1,40,4,1
"1410",1,2,2,2,3,1,2,2,1995,22,2,3,6,40,4,2
"1411",1,1,2,2,2,2,2,1,1979,38,2,5,12,40,1,2
"1412",1,1,2,2,3,2,1,2,1984,33,2,5,12,40,1,2
"1413",1,1,2,2,4,1,2,1,1981,36,2,5,9,40,3,3
"1414",1,2,2,2,3,1,1,2,1980,37,2,7,12,40,1,2
"1415",1,1,2,2,2,2,3,1,1975,42,2,5,9,40,3,3
"1416",1,2,1,2,2,2,2,2,1986,31,2,3,6,40,3,3
"1417",1,1,1,2,2,2,1,1,1965,52,2,5,9,40,1,2
"1418",1,1,1,2,2,2,2,2,1981,36,2,5,9,40,2,3
"1419",1,2,2,2,3,2,1,1,1964,53,2,3,6,40,3,3
"1420",1,2,2,2,3,2,1,2,1980,37,2,3,6,40,3,3
"1421",2,2,2,2,4,2,2,1,1970,47,2,7,13,40,1,1
"1422",1,2,2,2,8,2,2,2,1963,54,2,7,13,40,1,1
"1423",1,2,2,2,3,2,2,1,1958,59,2,7,12,20,3,2
"1424",1,2,2,2,4,2,3,2,1990,27,1,9,10,40,1,2
"1425",1,1,2,2,1,1,3,1,1979,38,2,7,12,40,2,2
"1426",1,2,2,8,8,2,2,2,1943,74,2,3,6,20,3,1
"1427",1,2,1,2,3,2,2,1,1960,57,2,9,18,40,1,2
"1428",1,8,2,2,8,2,2,2,1972,45,2,4,8,40,1,2
"1429",1,1,2,2,3,2,2,1,1993,24,1,8,14,40,3,3
"1430",1,2,2,2,8,2,2,2,1990,27,1,8,12,40,1,2
"1431",1,1,1,2,3,1,3,1,1978,39,2,5,9,40,1,2
"1432",1,2,1,2,3,2,3,2,1963,54,2,3,6,40,1,2
"1433",1,1,1,1,2,2,1,1,1974,43,2,7,12,40,1,2
"1434",1,2,2,2,3,1,2,2,1991,26,2,3,6,40,1,2
"1435",1,2,1,2,3,1,2,1,1984,33,2,2,2,40,1,2
"1436",1,2,2,2,4,1,2,2,1960,57,2,3,6,40,1,2
"1437",1,2,2,2,4,2,3,1,1995,22,2,2,3,40,1,2
"1438",1,2,2,2,4,1,2,2,1963,54,2,1,-1,40,1,2
"1439",1,1,1,1,2,1,3,1,1980,37,2,9,12,40,1,1
"1440",1,1,1,2,3,1,3,2,1986,31,2,3,6,40,1,2
"1441",1,2,2,2,4,2,3,1,1933,84,2,5,9,40,1,2
"1442",1,2,2,2,4,8,8,2,1973,44,2,6,10,40,2,2
"1443",1,2,2,1,4,2,2,1,1994,23,1,7,19,40,99,3
"1444",1,8,2,2,3,1,1,2,1953,64,2,2,4,40,2,1
"1445",2,2,2,2,4,8,3,1,1956,61,2,8,14,40,2,2
"1446",1,1,2,1,4,1,2,2,1948,69,2,5,6,40,1,1
"1447",1,2,8,2,3,2,1,1,1953,64,2,4,8,40,1,2
"1448",1,2,2,2,2,2,3,2,1979,38,2,2,1,40,2,2
"1449",1,2,2,2,2,1,1,1,1992,25,1,7,12,40,1,2
"1450",2,2,2,8,3,2,1,2,1972,45,1,7,12,40,2,2
"1451",1,2,2,2,3,8,8,1,1965,52,2,1,-1,40,3,3
"1452",1,1,1,1,3,8,8,2,1994,23,1,7,12,40,3,3
"1453",1,2,2,2,3,8,3,1,1979,38,2,3,6,40,7,3
"1454",1,2,2,2,3,8,8,2,1961,56,2,2,-1,40,2,3
"1455",2,2,2,2,8,8,8,1,-1,-1,2,1,-1,40,7,3
"1456",1,2,2,2,3,3,8,2,1965,52,2,1,-1,40,7,9
"1457",1,2,2,2,3,8,3,1,1965,52,2,3,6,40,3,3
"1458",1,2,2,2,3,8,8,2,1955,62,4,1,-1,50,1,2
"1459",1,2,2,2,3,8,3,1,1973,44,2,3,6,40,1,2
"1460",1,2,2,2,3,8,3,2,1965,52,2,3,6,40,1,2
"1461",1,2,1,1,3,3,2,1,1977,40,2,2,5,40,1,2
"1462",1,1,2,1,3,2,3,2,1970,47,1,7,12,40,1,2
"1463",1,2,1,1,2,2,3,1,1954,63,2,10,19,40,1,2
"1464",1,1,1,2,4,2,3,2,1981,36,2,5,9,40,1,2
"1465",1,1,1,1,3,2,2,1,1962,55,2,7,13,40,1,2
"1466",1,1,1,2,3,2,3,2,1987,30,2,6,10,40,1,2
"1467",8,0,0,0,2,2,2,1,1963,54,2,9,16,40,1,2
"1468",1,2,1,1,3,2,4,2,1982,35,2,5,10,40,1,2
"1469",1,2,2,1,3,2,2,1,-1,-1,2,2,3,99,99,9
"1470",1,1,1,1,3,2,2,2,1992,25,2,3,6,40,1,2
"1471",1,1,1,2,3,3,2,1,1953,64,2,1,-1,40,1,1
"1472",1,2,2,2,2,2,3,2,1996,21,1,7,-1,40,5,3
"1473",1,1,2,2,3,2,2,1,1991,26,1,7,12,40,3,2
"1474",1,2,2,2,3,2,3,2,1982,35,2,6,10,40,3,3
"1475",1,2,2,2,4,2,3,1,1961,56,2,4,7,40,3,2
"1476",1,2,2,2,4,1,4,2,1978,39,2,3,6,40,1,2
"1477",1,1,2,2,4,3,2,1,1961,56,2,3,6,40,1,2
"1478",1,2,2,2,4,3,3,2,1977,40,2,5,9,40,1,2
"1479",1,2,2,2,4,1,3,1,1968,49,2,5,8,40,1,1
"1480",2,2,2,2,3,1,3,2,1970,47,2,7,12,40,1,2
"1481",1,2,2,2,4,2,2,1,1986,31,2,6,12,40,1,2
"1482",1,2,1,1,2,1,2,2,1981,36,4,6,10,40,1,2
"1483",1,1,1,2,4,2,2,1,1988,29,2,8,13,40,1,2
"1484",1,1,1,2,4,2,2,2,1983,34,2,3,6,40,2,2
"1485",1,2,1,2,3,2,2,1,1975,42,2,6,12,40,1,2
"1486",1,1,2,2,4,2,3,2,1965,52,2,3,6,40,1,2
"1487",1,1,1,2,4,2,2,1,1968,49,2,3,6,40,2,2
"1488",1,2,2,2,8,2,2,2,1975,42,2,3,6,40,6,9
"1489",1,1,2,2,4,2,2,1,1992,25,2,2,3,40,3,2
"1490",1,2,2,2,4,2,3,2,1979,38,2,4,9,40,3,2
"1491",1,2,2,2,3,8,2,1,1972,45,2,5,9,40,4,1
"1492",2,2,2,2,3,2,3,2,1993,24,2,7,12,40,3,1
"1493",1,2,2,2,2,2,3,1,1987,30,2,3,9,40,1,2
"1494",1,2,2,2,4,2,3,2,1967,50,2,1,-1,40,1,2
"1495",1,2,2,2,3,2,3,1,1990,27,2,5,-1,40,4,2
"1496",1,2,2,2,3,2,3,2,1971,46,2,3,7,40,1,2
"1497",1,2,2,8,3,2,3,1,1980,37,2,7,12,40,1,3
"1498",1,2,8,2,2,2,3,2,1993,24,1,7,12,40,1,3
"1499",1,2,1,2,3,2,3,1,1991,26,2,3,8,40,4,2
"1500",2,2,2,2,4,8,8,2,-1,-1,2,3,7,40,2,2
"1501",1,1,2,2,2,2,3,1,1983,34,2,5,12,20,3,1
"1502",1,2,2,2,3,2,3,2,1950,67,2,3,6,20,1,1
"1503",1,2,2,2,4,2,2,1,1982,35,2,3,8,20,3,2
"1504",1,2,2,2,2,2,3,2,1981,36,2,9,16,20,3,1
"1505",1,1,2,2,2,3,2,1,1979,38,2,5,12,20,3,1
"1506",1,2,2,2,4,2,3,2,1958,59,1,3,6,20,1,1
"1507",1,2,2,2,2,2,3,1,1966,51,2,8,15,40,1,1
"1508",1,2,2,2,4,2,3,2,1962,55,4,3,6,40,1,2
"1509",1,2,2,2,3,2,3,1,1963,54,2,3,6,40,1,1
"1510",1,2,2,2,4,4,3,2,1986,31,2,3,6,40,2,2
"1511",1,2,2,2,2,1,2,1,1948,69,2,3,6,40,1,2
"1512",1,2,2,2,2,2,3,2,1987,30,2,7,12,40,3,2
"1513",1,2,2,2,2,1,2,1,1981,36,2,7,12,40,2,2
"1514",1,2,1,2,3,2,3,2,1974,43,2,5,12,40,1,2
"1515",1,1,2,2,2,1,2,1,1982,35,2,7,12,40,1,2
"1516",1,2,2,2,2,1,3,2,1979,38,2,3,6,40,99,2
"1517",1,1,2,2,2,1,3,1,1965,52,2,7,12,40,2,2
"1518",1,2,2,2,3,2,3,2,1975,42,2,3,6,40,3,2
"1519",1,1,2,2,2,1,2,1,1984,33,2,7,12,40,1,2
"1520",1,2,2,2,3,1,3,2,1989,28,2,7,12,40,1,1
"1521",1,1,2,2,3,2,3,1,1966,51,2,7,12,40,1,2
"1522",2,2,2,2,3,3,3,2,1997,20,1,8,16,40,1,2
"1523",2,2,2,9,4,3,3,1,1981,36,2,5,9,20,4,2
"1524",2,2,2,2,8,3,3,2,1985,32,2,7,12,20,4,2
"1525",1,1,2,2,2,3,3,1,1971,46,2,7,12,20,4,2
"1526",2,2,2,2,4,3,3,2,1991,26,1,8,12,20,3,2
"1527",2,2,2,2,4,4,3,1,1964,53,2,5,9,20,2,2
"1528",2,2,2,2,4,4,4,2,1992,25,2,5,9,10,99,9
"1529",1,2,2,2,3,3,3,1,1997,20,1,8,12,40,1,2
"1530",1,2,9,2,4,3,4,2,1980,37,2,7,12,40,1,2
"1531",1,2,2,2,4,1,3,2,1975,42,2,2,-1,40,1,2
"1532",2,2,2,2,4,7,3,1,1965,52,2,9,22,10,1,2
"1533",1,1,1,1,3,1,3,2,1982,35,4,3,6,20,2,1
"1534",1,1,1,2,1,1,4,2,1974,43,2,2,-1,20,2,2
"1535",1,1,2,1,3,2,3,1,1966,51,2,3,6,20,3,2
"1536",1,2,2,2,4,1,4,1,1995,22,1,7,12,20,4,2
"1537",1,2,2,2,4,1,4,1,1995,22,1,7,12,10,4,3
"1538",1,1,8,8,2,1,3,2,1972,45,2,3,6,20,2,2
"1539",1,2,2,2,2,1,4,2,1992,25,2,2,2,20,4,2
"1540",2,2,2,2,4,1,4,1,1948,69,2,1,-1,20,3,2
"1541",2,2,2,2,4,3,4,1,1982,35,2,7,12,40,1,2
"1542",1,2,2,2,3,2,3,2,1966,51,2,7,12,10,3,2
"1543",1,1,1,2,2,2,3,1,1977,40,2,9,16,20,1,1
"1544",1,1,2,2,4,2,2,2,1975,42,1,4,8,40,1,2
"1545",1,2,2,2,4,2,3,1,1972,45,2,7,12,40,1,2
"1546",2,2,2,2,3,1,3,2,1984,33,2,7,12,40,1,1
"1547",1,2,2,2,2,3,4,1,1959,58,2,10,20,20,3,2
"1548",1,1,2,2,3,3,3,2,1975,42,2,9,16,20,3,2
"1549",1,2,2,2,1,1,1,1,1960,57,2,10,21,40,1,1
"1550",1,2,2,2,3,2,3,2,1963,54,3,9,20,20,3,1
